title,artist,id,source,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
On The Road,Post Malone,0vcJzE2LuNY9aoq2hdMjHZ,N,0.689,0.189,0.0923,0.427,0.886,0.113,0.172,165.014,2
Thriller,Michael Jackson,2uy2sAtHEBvyA6PFgCsRrl,N,0.852,0.761,0.0846,0.0538,3.05e-05,0.151,0.585,121.672,1
Billie Eilish.,Armani White,2PWVxWymGDZKj5BZJB7dAR,N,0.247,0.646,0.0546,0.115,0.0,0.115,0.325,76.392,0
Not In The Same Way,5 Seconds Of Summer,6cI8h5RUzZ32H1sULK4ooi,N,0.679,0.57,0.0949,0.08,0.0,0.578,0.369,150.112,3
777,Joji,4ewazQLXFTDC8XvCbhvtXs,N,0.681,0.314,0.0581,0.2,9.82e-06,0.1,0.166,139.992,0
Jet Lag,Future,1U0gJQyrJE4h3EWyHeJ2UK,N,0.554,0.814,0.211,0.477,0.0,0.111,0.572,166.064,0
Love Story (Taylor’S Version),Taylor Swift,5RaBeejGtdPEszYEKYECs2,N,0.568,0.771,0.0399,0.0817,2.11e-05,0.329,0.805,134.099,1
Lonely,Dababy,2LY95oBAiaHzWkqKjEwvOT,N,0.733,0.636,0.0264,0.22,5.95e-06,0.0753,0.868,92.531,1
True Affection,Father John Misty,1I5zEkyDQTJ6TeDxyXBSQ5,N,0.709,0.675,0.284,0.0594,0.0,0.115,0.397,137.983,4
The Last Great American Dynasty,Taylor Swift,28tIMaewZuGR8urkvFhQyA,N,0.664,0.488,0.0309,0.00267,0.878,0.127,0.688,149.03,6
Jt,Jon Bellion,7cK7hDrE7vAesPf8xd5zmb,N,0.568,0.914,0.0383,0.0164,0.0106,0.356,0.966,158.954,1
All That,Dillon Francis,0r7CVbZTWZgbTCYdfa2P31,N,0.761,0.899,0.0706,0.0655,0.0,0.392,0.768,100.033,1
Sunset,Dreamville,19h1LNf7idduUW3jBeswB8,N,0.502,0.588,0.352,0.564,0.127,0.181,0.439,85.723,4
Dolly,Lil Tecca,4guBZjUyrGoHsTahO3IHdj,N,0.91,0.726,0.323,0.0527,0.0,0.0675,0.823,126.045,4
Pick Up The Phone,Young Thug,1mHTmGzh75crFRfAWmKwLs,N,0.84,0.678,0.722,0.558,0.0,0.0703,0.455,140.047,4
I Miss You,Grey,2RMeL0PdLDNsWnIRE9eHHM,N,0.52,0.761,0.536,0.139,1.13e-05,0.114,0.264,164.083,4
Ride,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,N,0.751,0.699,0.222,0.0304,0.0,0.0838,0.382,144.984,4
Tshirt,Thomas Rhett,5vZoQQ1hH5L2s4Y8G86ksg,N,0.889,0.635,0.26,0.0472,0.0,0.0496,0.447,95.021,4
Major,Young Dolph,6Ktig2GqeYzFkUz8tMkW0r,N,0.722,0.483,0.0455,0.00792,0.0,0.0977,0.355,85.007,0
Hard On Yourself,Charlie Puth,4JfnoademFn8FCFrbUKOOj,N,0.643,0.662,0.0373,6.92e-05,0.976,0.103,0.196,120.023,6
Hit Different,Sza,5utQCXbXEQmOdIp9vE3rOD,N,0.596,0.545,0.0368,0.703,0.0,0.0811,0.0923,82.07,5
Threat,Rex Orange County,3rPtS4nfpy7PsARctAWpzd,N,0.618,0.645,0.0434,0.0481,0.0,0.228,0.221,97.654,0
Cold,Post Malone,1glEYfGEc1kfSSULWi9jPz,N,0.3,0.91,0.0533,0.00407,0.0,0.0819,0.585,132.242,0
Knee Deep,Zac Brown Band,3DfKP3BTfAp8aTJee17ojo,N,0.501,0.927,0.475,0.0917,0.0,0.0579,0.658,84.776,4
Young Harleezy,Jack Harlow,2ihL1KGMA0geIqGT5pkZzo,N,0.555,0.507,0.167,0.25,0.0,0.283,0.339,137.875,0
Live Off My Closet,Lil Baby,1nAZCsi743stUXYLJWoPpK,N,0.824,0.584,0.221,0.0718,0.0,0.106,0.219,139.965,4
Yo  She Knows,Ne,0ZLL6TlkRiE9tAqEE8GwD0,N,0.443,0.536,0.0378,0.0194,4.24e-05,0.1,0.0391,121.967,0
You Don’T Get Me High Anymore,Phantogram,5XEEh06l8hv6T8Fjum6oND,N,0.702,0.77,0.0372,0.31,0.0,0.149,0.685,116.009,1
Child Of God,Chance The Rapper,4DjLjMjRVoemSgptrmghOl,N,0.61,0.0866,0.0646,0.993,0.972,0.112,0.305,75.332,2
Addicted To A Memory,Zedd,6i89S45bsbPtYt0aUFHXCB,N,0.748,0.768,0.0803,0.295,0.0,0.107,0.752,90.987,1
Leave The Night On,Sam Hunt,2RFxPpxCzJPwxX93CL1Ibl,N,0.91,0.726,0.323,0.0527,0.0,0.0675,0.823,126.045,4
Dead Friends,Rich The Kid,0OhqdMjMrI77GzU49b568S,N,0.577,0.379,0.0368,0.753,0.955,0.126,0.284,103.112,2
Window Pain  Outro,J. Cole,5YqCVavzzfjCI6EGFt7GSB,N,0.577,0.713,0.0916,0.0206,0.677,0.141,0.663,159.978,6
Glory Days,Bruce Springsteen,3QhL4eWBVv64IycG3i9XTb,N,0.414,0.791,0.0661,0.381,0.00102,0.375,0.588,151.895,3
I Feel Love,Sam Smith,4rS63BySQrdWuTswkkZ5iS,N,0.583,0.282,0.0458,0.783,0.0804,0.136,0.204,88.099,5
Reflections,Misterwives,06S0W9CBU0v07oU2fH1UC4,N,0.848,0.391,0.0489,0.0753,0.000533,0.0729,0.687,118.005,1
Candy,Don Toliver,527k23H0A4Q0UJN3vGs0Da,N,0.808,0.829,0.0663,0.0413,0.0351,0.101,0.707,119.988,1
Coming Down,Halsey,5nj502CTTN96K2PLDLMzMv,N,0.453,0.0751,0.0362,0.963,0.000726,0.211,0.23,111.901,5
Sorry Papi,Bad Bunny,3CIrq4i6uGrxUh28wna99V,N,0.384,0.233,0.0313,0.705,0.731,0.135,0.392,163.899,2
Cancer,Twenty One Pilots,23OXdR7YuUBVWh5hSnYJau,N,0.398,0.926,0.0794,1.41e-05,0.00266,0.582,0.333,90.05,3
Make Believe,Juice Wrld,3aF7RDw2A7hnRn2lWOrIky,N,0.694,0.643,0.0414,0.0146,0.0,0.281,0.809,131.966,1
Crazy,Bazzi,4VUwkH455At9kENOfzTqmF,N,0.584,0.651,0.0366,0.398,0.896,0.175,0.229,180.054,6
Hood Go Crazy,Tech N9Ne,3S3so3TPPQmjAHkejKycqn,N,0.963,0.822,0.106,0.475,0.0,0.17,0.908,118.499,1
"I Hate U, I Love U",Gnash,7w8aqPLBWTz0VqFKRo0DNM,N,0.836,0.67,0.23,0.00826,0.000355,0.0837,0.556,107.018,4
Familia,Nicki Minaj,7lPZnIlla9hYMiLlBRe4nO,N,0.719,0.461,0.0454,0.279,0.0,0.0875,0.548,123.915,1
Whoa (Mind In Awe),Xxxtentacion,0RjJSBBEolCDJ6wDiuVCmh,N,0.153,0.995,0.154,4.19e-05,0.0018,0.509,0.193,179.903,3
Aguacero,Bad Bunny,1dkOVPqFUI1uJsMKaubN5m,N,0.844,0.644,0.0479,0.0828,0.0,0.113,0.591,122.061,1
Eazy  Drop,G,53BZ6XygAoubR5DU5w38Vq,N,0.291,0.457,0.0409,0.557,2.3e-06,0.0971,0.318,70.001,5
Erase U,The Kid Laroi,7gVwgc8b3XnO87TpmXXFA5,N,0.42,0.232,0.0453,0.964,0.941,0.113,0.585,179.957,2
Gone,Bazzi,1yUJK3qxPiFiPeAG2gLfuW,N,0.826,0.862,0.343,0.00935,0.0,0.0442,0.877,179.931,4
Cold December Night,Michael Bublé,3qPwgqZV0Nce3IULH1dGMs,N,0.643,0.996,0.0433,0.0023,0.151,0.357,0.606,140.016,1
Something To Believe In,Young The Giant,4ozBdncjTFpDqzpREZ4LR4,N,0.736,0.685,0.428,0.131,0.0,0.304,0.891,176.077,4
Ginza,J Balvin,2kGDoUuXGtcHdnziRLUsGp,N,0.605,0.934,0.0331,0.00914,0.00288,0.311,0.825,119.998,1
Love Me More,Trippie Redd,6GivWRmlYtefJr28jev6e0,N,0.801,0.813,0.0752,0.128,0.0,0.13,0.664,140.057,1
Let Me Know (I Wonder Why Freestyle),Juice Wrld,1SPDWTBH7qcjbZ8zMRXlQ9,N,0.473,0.859,0.329,0.131,0.0,0.357,0.677,179.628,4
Hurt To Look,Swae Lee,5awaEIMiJboRO7ycF6UOot,N,0.388,0.949,0.0438,0.0808,0.0292,0.152,0.275,123.91,0
On My Side,Youngboy Never Broke Again,3sA7HKGzcKTVscdiTCrWpX,N,0.656,0.56,0.0465,0.0946,6.33e-05,0.363,0.577,91.038,1
Choppa Won'T Miss,Playboi Carti,3TZlPpWWYpPozDBP5zRAdo,N,0.809,0.19,0.0775,0.343,0.931,0.128,0.324,140.056,6
Closer,Saweetie,2fDBa4PL9eWQq0dCcZ2R6q,N,0.925,0.918,0.0938,0.387,8.64e-06,0.0271,0.901,110.037,1
Fire N Gold,Bea Miller,7t1Bt2mZMsNpiFVqbwEQix,N,0.51,0.94,0.0596,0.000119,0.2,0.257,0.471,150.076,0
This Christmas,Donny Hathaway,1s8KCi8neCwrRSyhREKmcA,N,0.71,0.789,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,3
Road Rage,Young Thug,6tUA6xMqSFonvlV1bkGcee,N,0.911,0.536,0.0783,0.656,0.023,0.0633,0.699,101.94,1
Bye Bye Baby (Taylor’S Version) (From The Vault),Taylor Swift,1qYDuYKKMoAXvZBv1auEz2,N,0.644,0.725,0.184,0.0415,0.0,0.165,0.67,159.172,1
Wrld On Drugs,Future,2OsDoAzo5SGq10qwmKSQBv,N,0.67,0.697,0.0431,0.00222,1.64e-06,0.216,0.514,123.937,0
Sup Mate,Young Thug,1t3RWEeRtnHCIpx8HYWqzS,N,0.629,0.664,0.079,0.489,0.0,0.32,0.623,81.493,1
No Way!,Bazzi,0YJr7qleL1F26Z8waGFTDG,N,0.514,0.373,0.0254,0.679,1.84e-05,0.292,0.229,83.27,5
Rollin N Controllin Freestyle,Dusty Locane,5phjnA00QqNdF7oo8a6yu0,N,0.841,0.655,0.153,0.00762,0.0,0.299,0.188,120.732,0
The Race,22 Savage,3ruoIF2UnoXdzK8mR61ebq,N,0.439,0.43,0.121,0.868,0.00145,0.115,0.15,146.73,5
Messin' Around,Pitbull,1hvg7kuZb1fvknKpZhsDnR,N,0.745,0.486,0.0348,0.0426,0.0,0.142,0.756,106.017,1
Dream Girl Evil,Florence + The Machine,0Hfah746oDkvCS7ySP3k1c,N,0.675,0.512,0.038,0.756,0.0,0.15,0.635,83.777,5
Foreign,Lil Pump,43ZyHQITOjhciSUUNPVRHc,N,0.694,0.622,0.237,0.00603,0.0,0.208,0.339,133.914,4
Black Barbies,Nicki Minaj,2LQGoKFKkZ9yk3UeYFj2xo,N,0.69,0.652,0.0449,0.00368,0.0,0.152,0.159,75.982,0
Chasing Pavements,Adele,3N8ujCimK5sUHzH4yxxaiZ,N,0.877,0.541,0.382,0.307,3.26e-06,0.575,0.564,119.782,3
Alotta Cake,Gunna,1DutteFKEpuEMvlfIyGMWC,N,0.895,0.335,0.0604,0.125,0.788,0.11,0.59,122.016,6
Carnival,Gorillaz,3zCdzbERQu5rSoKkxOfG7e,N,0.417,0.158,0.0328,0.85,0.0855,0.811,0.492,79.978,3
Where Are You Christmas,Faith Hill,5EYWGM3Ns3iYew8ws0FatB,N,0.708,0.598,0.0291,0.037,0.0,0.17,0.698,112.027,1
Castle,Eminem,4eFJGYVvnPDky3iKsFLCNB,N,0.686,0.717,0.0291,0.034,0.0,0.372,0.239,100.978,0
Handsomer (Remix) (Feat. Ktlyn),Russ,5Apv1QKhgtkdWDx1KNkVUg,N,0.803,0.517,0.142,0.445,3.81e-05,0.125,0.155,95.991,5
Stubborn Love,The Lumineers,7KTs1R2RkV5kIZdmcD7sEW,N,0.36,0.522,0.0318,0.447,2.78e-06,0.142,0.448,130.418,5
Hold The Line,Avicii,5hxG4PN6sbTl8S0ZmEayp1,N,0.733,0.334,0.0811,0.327,0.0,0.116,0.267,119.935,5
Insomnia,Daya,52xhrPbDakwDOw67hwElXJ,N,0.403,0.747,0.04,6.35e-05,0.0,0.0826,0.469,129.061,0
Honey,Halsey,2IO7yf562c1zLzpanal1DT,N,0.674,0.621,0.203,0.00574,0.0,0.641,0.416,140.011,3
Camelot,Nle Choppa,1vux5TJpXtc7tbjA1YODpp,N,0.958,0.481,0.502,0.214,0.0,0.0753,0.114,105.034,4
Wait A Minute!,Willow,6nDHNHOVNuWK48N24Fktcs,N,0.588,0.885,0.0346,0.0788,0.0,0.175,0.786,129.933,1
Odio,J Balvin,0RUbFf3yhlyfSvPFy8kn96,N,0.889,0.496,0.0905,0.259,0.0,0.252,0.544,86.003,1
Under The Bridge,Red Hot Chili Peppers,54aUyjHP4k3eM97OCRHbWC,N,0.742,0.579,0.202,0.0381,0.0,0.0952,0.502,144.994,4
Cigarette Daydreams,Cage The Elephant,4sebUbjqbcgDSwG6PbSGI0,N,0.686,0.561,0.191,0.185,0.0,0.114,0.186,148.775,0
The Greatest Show,Hugh Jackman,55PZSFcKQxXH5BOOcDA6yI,N,0.75,0.58,0.185,0.0307,0.0,0.075,0.677,159.961,1
Patty Cake,Kodak Black,27pDXRhAVhnz30xH6n4GGo,N,0.247,0.699,0.0534,0.055,0.000167,0.0532,0.438,166.117,0
In The Stars,Benson Boone,135Lf4Q0CzlMNfOxbEUsLH,N,0.849,0.479,0.239,0.027,0.0,0.374,0.395,147.215,4
Killer,Eminem,0fH3SydCpU0jFOQOQTmTp6,N,0.679,0.57,0.0949,0.08,0.0,0.578,0.369,150.112,3
Hope  Future,J,3TyYHEDwfuuHl536IvjIcQ,N,0.623,0.952,0.13,0.00857,0.294,0.128,0.397,95.051,0
Barcelona,Ed Sheeran,50Hmi9e2lmtBFnxob0Ol0f,N,0.709,0.751,0.16,0.472,4.71e-06,0.182,0.37,104.999,1
Lord I Need You,Kanye West,0xGXCPSjxkHxElgi7kC5SZ,N,0.788,0.262,0.0419,0.586,0.0,0.117,0.719,99.859,5
Leaders,Lil Uzi Vert,2PLGsORkOCdEI3jTSyO2Id,N,0.662,0.858,0.0428,0.00163,0.0,0.0456,0.295,133.993,0
Price On My Head,Nav,5HaFsYqC19S8VV4niIBUbx,N,0.415,0.748,0.0481,0.00305,0.0,0.0903,0.154,120.056,0
Hrs And Hrs,Muni Long,7s6zCdmRevkTB6iErSrUAM,N,0.689,0.612,0.0387,0.228,7.77e-06,0.368,0.461,122.076,0
The Dj Is Crying For Help,Ajr,59Q3ayqcuNXkZqFzdVug8g,N,0.479,0.914,0.0614,4.23e-06,0.733,0.154,0.329,130.063,6
Gangsta,Kehlani,5cw9s2zGrbny2M2p3WRmGm,N,0.723,0.392,0.037,0.43,1.52e-06,0.216,0.887,119.304,1
Die4U,Bring Me The Horizon,1UixR8zruRHJBWz9nAEIWT,N,0.793,0.344,0.357,0.112,1.68e-06,0.15,0.45,166.105,4
Jingle Bell Rock,Bobby Helms,3hBXvHLlTHvnbwrPbeoyAj,N,0.704,0.844,0.434,0.304,4.54e-06,0.101,0.475,175.028,4
Gone,Afrojack,4FWHZMgkRqos4JD0Y9UUDb,N,0.779,0.767,0.258,0.00214,0.0,0.102,0.523,91.981,4
Yellow Submarine  Remastered,The Beatles,3oEo8Pqm5IAi8wQfCI5BpR,N,0.782,0.633,0.341,0.0355,0.0,0.0615,0.749,150.055,4
Trumpets,Jason Derulo,2sLwPnIP3CUVmIuHranJZU,N,0.766,0.71,0.0428,0.248,0.0,0.335,0.453,111.971,1
Happier,Marshmello,31OqWK8Lc6GnUbnLG3GqPX,N,0.368,0.734,0.0844,0.803,0.0,0.831,0.526,129.308,3
Can I Kick It?,A Tribe Called Quest,7kpeL1x9j7uKgPx6rVz7D7,N,0.85,0.585,0.0488,0.0101,7.79e-06,0.261,0.77,126.0,1
Double Standards,Don Toliver,0Ck05T63QiCFdZxYr0u6yS,N,0.537,0.695,0.0365,0.0535,0.0,0.0691,0.338,82.055,0
(Intro) I'M So Grateful,Dj Khaled,1qBGxe4tyUGlStmKa10qy3,N,0.635,0.866,0.0402,0.00411,1.08e-05,0.391,0.254,140.013,0
Renegade,Big Red Machine,3s760FQoEWhGFab5ou0e4L,N,0.419,0.155,0.0402,0.994,0.937,0.109,0.0734,140.048,2
Say A',A Boogie Wit Da Hoodie,1Io2gk3CLd6YItiCulXDHo,N,0.595,0.831,0.0411,0.0488,0.24,0.189,0.285,146.005,0
Stay,The Kid Laroi,2Dp5ItNjjDgCmUQ4LGnvik,N,0.683,0.403,0.258,0.409,0.0,0.121,0.568,101.928,4
Quittin' Time,Zach Bryan,0Is8zshpnWUiFQJIYAMrQN,N,0.532,0.624,0.0275,0.426,0.0,0.221,0.479,96.097,5
Pop Music,Gucci Mane,1SKkHYkGqhadpciJKXfRhU,N,0.745,0.487,0.029,0.459,0.0,0.271,0.87,107.992,1
Heart In Pieces,Future,0tauHCQrMIigu9GtuYqIw1,N,0.651,0.95,0.0658,0.000319,0.834,0.318,0.281,127.996,6
Flex Up,Lil Yachty,6K2anECyrckidwf5wxS78Q,N,0.608,0.633,0.0828,0.0016,9.74e-05,0.0812,0.915,113.997,1
Sandman,Ed Sheeran,0XysRAEbib8Qt4xtgHxEmk,N,0.692,0.684,0.155,0.131,0.0,0.156,0.406,112.912,0
Charlie Be Quiet!,Charlie Puth,5L0XkU51KgxbhcakpBKEju,N,0.685,0.729,0.15,0.415,0.0,0.196,0.382,170.025,0
It Feels,Nervo,35IcAVSMsU9qzHfpPbvC8A,N,0.78,0.851,0.0684,0.0401,0.0,0.115,0.602,110.038,1
After Dark,Offset,6rI8uFFmGyvS2N6sqDCdu3,N,0.516,0.745,0.0381,0.138,0.0,0.114,0.77,177.781,0
Live Up To My Name,Baka Not Nice,3GLFucZUuW4uKV4QuTirRC,N,0.553,0.839,0.116,0.153,6e-05,0.13,0.673,121.819,1
Myself,Nav,67LB1vZuG114LqRN8h8bQ2,N,0.684,0.619,0.0386,0.0716,0.0,0.122,0.284,125.046,0
Wake Me Up Before You Gogo,Wham!,5axBwqXk8lLdtdc1tLCNPn,N,0.176,0.893,0.0471,0.194,0.745,0.348,0.4,137.278,6
X Última Vez,Daddy Yankee,6R6pL50wDtzGsMPmvyxM4i,N,0.889,0.496,0.0905,0.259,0.0,0.252,0.544,86.003,1
Chicken Tendies,Clinton Kane,4sYbZjRCyaFqCtJ2Uvfh8B,N,0.881,0.361,0.237,0.0502,0.00458,0.246,0.799,96.43,1
We Go High,Chance The Rapper,4OlBGJLzyR2BvtwSVjHetd,N,0.603,0.803,0.313,0.015,0.0,0.389,0.899,105.031,3
South On Ya,Luke Combs,4QZZfrdfsTvySh43i5di5Q,N,0.828,0.724,0.342,0.795,0.0,0.093,0.656,90.042,4
One Margarita,Luke Bryan,7In42oPcaiPGdTkuyrzakR,N,0.416,0.762,0.0279,0.312,0.804,0.0559,0.461,95.967,6
Where We Started,Thomas Rhett,11kskoMyNDumaR30CI6rRv,N,0.463,0.396,0.0304,0.0243,7.23e-05,0.173,0.365,80.753,0
Darkside,Ty Dolla $Ign,68eM2hKgDfuGTIqZN1UZap,N,0.808,0.478,0.381,0.375,0.0,0.0761,0.335,140.958,4
Moonlight,Lil Xan,7thTA3hqO2MgOlzo0rPInX,N,0.443,0.536,0.0378,0.0194,4.24e-05,0.1,0.0391,121.967,0
Written In The Sand,Old Dominion,33471tzU1VghDg9zNgGRpz,N,0.832,0.534,0.253,0.345,0.0,0.165,0.116,93.924,4
Team,Lorde,2dLLR6qlu5UJ5gk0dKz0h3,N,0.621,0.62,0.0293,0.459,0.162,0.0771,0.515,176.016,0
Gifted,Cordae,3sjtQ07ptlPzw2N4YmGW3S,N,0.814,0.782,0.218,0.0227,0.00167,0.0956,0.683,150.011,1
You Need To Calm Down,Taylor Swift,6IZMnJ9wBHzu4qPKsobhaN,N,0.427,0.916,0.0631,0.000774,0.0,0.214,0.55,179.987,0
What Doesn’T Kill Me,Kacey Musgraves,7hjCOME1mLrMz6fz5YaTKd,N,0.455,0.77,0.0574,0.104,0.000531,0.178,0.302,118.008,0
At The Door,The Strokes,3gQJ2wMyf6mXxrlHRsbh4M,N,0.854,0.256,0.083,0.0026,0.828,0.069,0.0393,126.992,6
The Lighthouse Keeper,Sam Smith,5rnWJiqTb5mN5Cr3sKtxeU,N,0.667,0.954,0.0817,0.0296,0.0,0.331,0.807,114.03,1
Skin Of My Teeth,Demi Lovato,1O9AseW10CTi6nBLoj0O6K,N,0.679,0.281,0.184,0.873,0.00335,0.215,0.234,74.996,5
Come On Eileen,Dexys Midnight Runners,58VaIfHQzC0jflv7zEWyoZ,N,0.384,0.287,0.0385,0.318,0.000223,0.192,0.349,105.085,5
Never Be The Same,Camila Cabello,0xk4woi8ENN8VWFDZTcF8h,N,0.608,0.496,0.0309,0.558,1.15e-05,0.152,0.506,77.037,5
I Love U,The Chainsmokers,4WNDiA007TtBtnGqP7DEUA,N,0.595,0.386,0.0377,0.455,0.0,0.131,0.864,145.059,1
Calma  Remix,Pedro Capó,3fefQTqeZ0dkOAvoJwHfkO,N,0.51,0.885,0.0606,0.000657,0.000716,0.334,0.343,100.048,0
Kinda Crazy,Selena Gomez,5n99I254jZHnRTf4z74RPk,N,0.738,0.582,0.167,0.423,0.0,0.117,0.696,97.025,1
Go Off,Lil Uzi Vert,2g3jf2e9wcwqkIMAM1wN3i,N,0.637,0.717,0.0337,0.346,0.0,0.105,0.249,100.027,0
Blick Blick,Coi Leray,6UN73IYd0hZxLi8wFPMQij,N,0.784,0.451,0.101,0.234,0.0,0.0892,0.352,124.052,0
Feels  Jai Wolf Remix,Kiiara,1sx4GRirvsRPocH3W04e5a,N,0.481,0.0909,0.0999,0.943,2.55e-05,0.0543,0.368,80.516,5
I Wanna See Some Ass,Jack Harlow,6IaJ612IHxHCdFpfQpPIA8,N,0.432,0.427,0.807,0.296,0.0505,0.172,0.557,154.023,4
Baki,Trippie Redd,0EtQxYpsbjoIg6ntbY25MP,N,0.822,0.739,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,1
Zero,Imagine Dragons,0j87K9hAv5Uu5brYHtrFrN,N,0.709,0.357,0.214,0.478,0.000294,0.112,0.544,75.494,5
Bad Man (Smooth Criminal),Polo G,0CGyintEvK6qL0BPvQWZ37,N,0.549,0.414,0.0273,0.146,0.0,0.0998,0.404,149.746,0
When You Look Like That,Thomas Rhett,6GsAD8PgHxmEuIPTG8GP3M,N,0.592,0.342,0.0339,0.193,0.00245,0.11,0.155,130.953,0
Wild Thoughts,Dj Khaled,1LbauiKQcuWyxVeDf9YcQv,N,0.501,0.783,0.479,0.107,0.0,0.302,0.907,168.915,4
Lovin',Pnb Rock,1Pgu551wrKnGA82NiytP9G,N,0.515,0.663,0.0328,0.179,0.668,0.494,0.0756,120.024,6
Flocky Flocky,Don Toliver,1QYkELUKnRhlFIVE7sE39t,N,0.602,0.489,0.116,0.00996,0.000553,0.106,0.3,171.983,0
Writing On The Wall,French Montana,0K34J8cZvZ9vwHXBy3zw7W,N,0.625,0.848,0.0314,0.105,0.0,0.23,0.716,137.993,1
Grief,Earl Sweatshirt,6cmt9CRoK0KGcNg9Tpje53,N,0.797,0.731,0.0479,0.229,0.0,0.224,0.623,146.93,1
Country On,Luke Bryan,1F9TAQ8yTc9b9HwlQpeqRT,N,0.59,0.68,0.0661,0.0688,0.0,0.0931,0.669,88.901,1
Pulling The Pin,Run The Jewels,0ssnKpc441GMK7ZTneuY7L,N,0.363,0.21,0.0484,0.977,0.896,0.663,0.136,153.511,2
Amazing Grace (My Chains Are Gone),Pentatonix,0i67q5f6SBh6QvDgJV4f1v,N,0.803,0.743,0.0681,0.105,2.12e-06,0.099,0.674,108.005,1
Hold Me Down,Halsey,1Mza2sr6tPhy6jjI3HB9fW,N,0.884,0.547,0.387,0.0438,0.0,0.124,0.425,158.019,4
I Saw Mommy Kissing Santa Claus,The Ronettes,4nJxFLsNu7io7kS7GKZ0mW,N,0.735,0.677,0.093,0.0762,2.17e-05,0.111,0.188,100.584,0
Hypnotised,Coldplay,2j4Nn5f2kOZufz5VZT3pim,N,0.698,0.812,0.0399,0.58,0.182,0.113,0.351,128.045,0
Came And Saw,Young Stoner Life,6Ian2MKeGF3ETkLsBkiBob,N,0.674,0.689,0.0359,0.000746,0.0393,0.272,0.544,107.953,1
Sundress,A$Ap Rocky,2N3U8uTYhjX2KwGT0pf5x0,N,0.733,0.392,0.116,0.22,0.0,0.112,0.361,83.495,1
Surf,Mac Miller,6EmyLUgp3gSSr6XUTjybav,N,0.609,0.801,0.034,0.0137,0.00349,0.127,0.407,129.99,0
Dreams,Lil Wayne,2vQz5aK0ZhwntwsCsrTMeT,N,0.601,0.688,0.0322,0.0134,0.0,0.115,0.507,123.945,0
Die For A Man,Bebe Rexha,3Lgt4ybWgOnONxrs3n8Rhk,N,0.704,0.658,0.0264,0.291,0.0,0.0804,0.286,95.005,0
Overwhelming,Jon Bellion,5KSNxyuyp5K1kDT6LvX8oZ,N,0.605,0.592,0.335,0.0681,0.0,0.282,0.466,92.288,4
Glock In My Purse,Lil Uzi Vert,6PdQMF4YaMUHMuybwinCFV,N,0.561,0.924,0.0653,0.546,0.0,0.0906,0.66,95.112,1
1985  Intro To “The Fall Off”,J. Cole,2lf3E5DWtOSlmWDtPROQ9c,N,0.486,0.389,0.074,0.849,0.0,0.19,0.519,84.1,5
Really Really,Kevin Gates,1ojBtNRMzjL7ptLPZCzfRz,N,0.518,0.372,0.0361,0.858,0.0,0.414,0.628,147.241,5
Despechá,Rosalía,2R0YSHIdnNvr4h4jTPIFRW,N,0.672,0.814,0.27,0.258,0.0,0.164,0.379,97.043,4
Hurts Like Hell,Madison Beer,6WF4hzdGXvXd1joERSXJjm,N,0.613,0.857,0.0366,0.0012,0.0,0.358,0.664,124.987,1
Love All,Drake,3jmrIQTRL9ea0Xv4yCvJEJ,N,0.593,0.496,0.224,0.0834,0.0,0.103,0.28,170.0,0
Can'T Sleep Love,Pentatonix,4z8sz6E4YyFuEkv5o7IJni,N,0.604,0.933,0.214,0.0137,0.0,0.37,0.28,110.029,3
Hello Friday,Flo Rida,40tKjXHRyii8S9jh4ZsiTd,N,0.426,0.957,0.0634,0.00162,0.000617,0.291,0.888,159.977,1
God.,Kendrick Lamar,2P3SLxeQHPqh8qKB6gtJY2,N,0.825,0.287,0.0438,0.863,0.00149,0.0962,0.454,73.883,5
Niagara Falls (Foot Or 2) [With Travis Scott & 21 Savage],Metro Boomin,6N2XBOrYvqeiUk3LGR1XPY,N,0.581,0.271,0.0352,0.0703,0.0048,0.187,0.269,123.625,0
Til The End Of Time,Trippie Redd,5mZb9Kbl0uWhIS6RW47IHC,N,0.871,0.493,0.205,0.0134,0.000241,0.385,0.0495,144.99,4
Frosty The Snowman,Pentatonix,6i78EhlNpCODok4KjHKLrf,N,0.691,0.27,0.234,0.323,0.0,0.209,0.568,130.189,4
My Love,Majid Jordan,2f2q96TcZ7Tgx7M2EXUrPV,N,0.803,0.816,0.067,0.00171,0.308,0.0722,0.541,123.993,1
Resistance Is Useless,$Uicideboy$,30QR0ndUdiiMQMA9g1PGCm,N,0.746,0.538,0.043,0.0356,0.0,0.115,0.331,93.948,0
Rain On Me (Intro),Bryson Tiller,1YZBMqN8kHaaRPXpQTC3kb,N,0.461,0.534,0.0592,0.131,5.63e-06,0.107,0.459,138.935,0
One Thing Right,Marshmello,4boNBVGfW0TrwDpTHhzzK0,N,0.922,0.467,0.104,0.496,0.0,0.0824,0.973,96.976,1
Og Beeper,A$Ap Rocky,3XqshmOXQOBb1h8rlCcCwf,N,0.746,0.723,0.0844,0.162,0.0,0.254,0.739,125.02,1
